appTitle,userName,date,score,text,fileDate,appCategory,UID,contentRating,processed_text,word_length_processed,date2,date_year,date_month,Sentiment,Constructive_Score
Roblox,A Google User,2019-05-08 00:00:00,5,It was a good game um bloxburg is the most funniest games and so yeah I really think you would want to play this!!!!!!,2019-05-09,FAMILY,2019-05-09_FAMILY_16653,Everyone 10+,It was a good game um is the most games and so yeah I think you would want to play,20,2019-05-08 00:00:00,2019,5,4,0
WildCraft: Animal Sim Online 3D,Gacha potato Girl's,2019-03-28 00:00:00,5,you sholud add wild dogs pls!! 😃😃😃😃,2019-05-09,FAMILY,2019-05-09_FAMILY_23957,Everyone 10+,you add wild dogs,4,2019-03-28 00:00:00,2019,3,3,4
Roblox,Mama,2019-04-21 00:00:00,5,i love the game because i go OOF all the time,2019-04-21,FAMILY,2019-04-21_FAMILY_13607,Everyone 10+,i love the game i go all the time,9,2019-04-21 00:00:00,2019,4,4,0
Toca Kitchen 2,,2019-02-25 00:00:00,4,I write this for because you can make anything blend up anything but the reason it's not a v 5 you cannot have a lot of food on one plate or on the blender,2019-03-13,FAMILY,2019-03-13_FAMILY_17354,Everyone,I write for you can make blend up but the reason it not a v you can not have a lot of food on one plate or on the blender,30,2019-02-25 00:00:00,2019,2,2,0
WildCraft: Animal Sim Online 3D,A Google User,2019-03-15 00:00:00,4,i love too have a new world like forest close too a city and a new tipe of wolf and u can even pls make a type of game of wildcraft can u even make wildcraft 2 i want my dream to come true,2019-04-01,FAMILY,2019-04-01_FAMILY_11987,Everyone 10+,i love too have a new world like forest close too a and a new tipe of wolf and u can even make a type of game of can u even make i want my dream to come true,39,2019-03-15 00:00:00,2019,3,4,0
Toca Kitchen 2,,2019-01-18 00:00:00,4,I love it and so funny,2019-03-13,FAMILY,2019-03-13_FAMILY_11148,Everyone,I love it and so,5,2019-01-18 00:00:00,2019,1,4,0
DisneyNOW – Episodes & Live TV,A Google User,2019-04-05 00:00:00,4,you can kill time with this app and is very good because you can see different shows and more. I am vey happy but i think they should have more shows .,2019-04-01,FAMILY,2019-04-01_FAMILY_27233,Everyone,you can kill time with and is very good you can see different shows and more I am but i think they should have more shows,26,2019-04-05 00:00:00,2019,4,4,0
WildCraft: Animal Sim Online 3D,,2019-02-23 00:00:00,4,"i havent played it yet ive seen other people play it and it looks fun but everytime i try to download it. it says ""You need wifi to download this app"" AND I HAVE WIFI",2019-03-13,FAMILY,2019-03-13_FAMILY_25394,Everyone 10+,i havent played it yet seen other play it and it looks fun but i try to it it says You need to AND I HAVE,26,2019-02-23 00:00:00,2019,2,4,0
WildCraft: Animal Sim Online 3D,idk,2019-04-07 00:00:00,2,"Lowered my rating cause many people hack this game and i think more security should be added for fair gameplay. Hence that being said, leveling up takes up too much time and i think their should be achievments where u get diamonds as a reward and daily login rewards. I havent played in a while but last time i was on i didnt see this and i think u should add in a better account saving progress like linked to facebook or gmail since i had a level 67 wolf and lost it when uninstalling. Plz fix this!",2019-05-09,FAMILY,2019-05-09_FAMILY_19729,Everyone 10+,Lowered my rating many hack game and i think more should be added for fair that being said leveling up takes up too much time and i think their should be where u get diamonds as a reward and login rewards I havent played in a while but last time i was on i didnt see and i think u should add in a better account saving progress like linked to or i had a level wolf and lost it when fix,82,2019-04-07 00:00:00,2019,4,0,8
Toca Kitchen 2,,2018-12-14 00:00:00,2,It is good but not good at the same time,2019-03-13,FAMILY,2019-03-13_FAMILY_8698,Everyone,It is good but not good at the same time,10,2018-12-14 00:00:00,2018,12,0,0
Minion Rush: Despicable Me Official Game,Gigi3arch,2019-04-12 00:00:00,2,"Adesso non mi piace più come prima... Mi ricordo che nelle prime versioni non era così, mi ricordo che cominciavo e arrivando ad un certo punto dovevo sconfiggere Vector ma non era a livelli come ADESSO... adesso fa schifo non è bello come prima",2019-05-09,FAMILY,2019-05-09_FAMILY_27227,Everyone 10+,non mi come prima Mi che prime non era mi che e ad un punto Vector ma non era a come fa non come prima,25,2019-04-12 00:00:00,2019,4,0,0
,Ava Conway,2019-04-26 00:00:00,2,i can't give birth to a baby on this game it frustrating 😫 and I am at level 10 and I try to sleep but it doesn't work no matter how many times I fall asleep.,2019-05-01,FAMILY,2019-05-01_FAMILY_4491,,i ca give birth to a on game it and I am at level and I try to sleep but it does work no matter how many times I fall asleep,31,2019-04-26 00:00:00,2019,4,0,0
Love Poly - New puzzle game,A Google User,2019-03-12 00:00:00,2,Could there possibly be any more ads? *SARCASM*,2019-04-01,FAMILY,2019-04-01_FAMILY_35350,Everyone,Could there be any more ads,6,2019-03-12 00:00:00,2019,3,-3,0
Roblox,Aaron M,2019-04-06 00:00:00,1,it won't let me on it,2019-04-01,FAMILY,2019-04-01_FAMILY_11472,Everyone 10+,it wo let me on it,6,2019-04-06 00:00:00,2019,4,-2,0
Roblox,mini luna panfa,2019-05-09 00:00:00,1,i cant i does not let me,2019-05-09,FAMILY,2019-05-09_FAMILY_20782,Everyone 10+,i cant i does not let me,7,2019-05-09 00:00:00,2019,5,-2,0
Minion Rush: Despicable Me Official Game,bey sach,2019-03-21 00:00:00,1,really? need wait to play ? the old version is enjoyable you all should uninstall this even my link account still got nothing,2019-04-01,FAMILY,2019-04-01_FAMILY_4751,Everyone 10+,need wait to play the old version is enjoyable you all should even my link account still got,18,2019-03-21 00:00:00,2019,3,-2,0
WildCraft: Animal Sim Online 3D,shadow pack,2019-04-24 00:00:00,1,i lost all my things i had all the mystics can u give all my mystics back on my new acc username-wolferton,2019-05-09,FAMILY,2019-05-09_FAMILY_3765,Everyone 10+,i lost all my things i had all the mystics can u give all my mystics back on my new,20,2019-04-24 00:00:00,2019,4,0,0
Roblox,A Google User,2019-03-31 00:00:00,1,Every time I try to open a game it kicks me of the app 😔,2019-04-01,FAMILY,2019-04-01_FAMILY_38338,Everyone 10+,time I try to open a game it kicks me of the,12,2019-03-31 00:00:00,2019,3,-3,0
DisneyNOW – Episodes & Live TV,Lanisha Robinson,2019-04-18 00:00:00,3,It didnt work it keeps crashing everytime I open it.,2019-05-09,FAMILY,2019-05-09_FAMILY_14721,Everyone,It didnt work it keeps crashing I open it,9,2019-04-18 00:00:00,2019,4,-4,0
Roblox,A Google User,2019-03-31 00:00:00,3,it would take FOREVER to load but it was fun once I started playing it,2019-04-01,FAMILY,2019-04-01_FAMILY_36616,Everyone 10+,it would take to load but it was fun I started playing it,13,2019-03-31 00:00:00,2019,3,3,3
Super Bino Go - New Games 2019,A Google User,2019-03-14 00:00:00,3,This game is almost like Super Mario .very nice app to have,2019-04-01,FAMILY,2019-04-01_FAMILY_37867,Everyone,game is almost like Super nice to have,8,2019-03-14 00:00:00,2019,3,4,0
,Sameer Rambharose,2019-04-25 00:00:00,3,awesome as heck I also love d levels and all different characters u can collect,2019-05-01,FAMILY,2019-05-01_FAMILY_22693,,as heck I also love d levels and all different u can collect,13,2019-04-25 00:00:00,2019,4,4,0
,Mark Conti,2019-04-20 00:00:00,3,why are the camera and mic needed for this app. very unnecessary. trying to turn them off but the permission section is un-editable,2019-05-01,FAMILY,2019-05-01_FAMILY_35582,,are the camera and needed for very trying to turn them off but the section is,16,2019-04-20 00:00:00,2019,4,0,0
